npy_path,png_path,label
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0014.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0014.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0015.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0015.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0016.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0016.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0017.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0017.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0018.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0018.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0019.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0019.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0020.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0020.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0021.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0021.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0022.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0022.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0023.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0023.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0024.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0024.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0025.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0025.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0026.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0026.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0027.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0027.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0028.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0028.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0029.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0029.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0030.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0030.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0031.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0031.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0032.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0032.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0033.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0033.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0034.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0034.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0035.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0035.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0036.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0036.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0037.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0037.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0038.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0038.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0039.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0039.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0040.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0040.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0041.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0041.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0042.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0042.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0043.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0043.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0044.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0044.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0045.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0045.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0046.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0046.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0047.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0047.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0048.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0048.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0049.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0049.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0050.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0050.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0051.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0051.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0052.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0052.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0053.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0053.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0054.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0054.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0055.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0055.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0056.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0056.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0057.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0057.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0058.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0058.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0059.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0059.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0060.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0060.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0061.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0061.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0062.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0062.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0063.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0063.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0064.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0064.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0065.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0065.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0066.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0066.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0067.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0067.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0068.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0068.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0069.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0069.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0070.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0070.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0071.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0071.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0072.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0072.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0073.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0073.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0074.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0074.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0075.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0075.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0076.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0076.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0077.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0077.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0078.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0078.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0079.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0079.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0080.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0080.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0081.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0081.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0082.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0082.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0083.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0083.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0084.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0084.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0085.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0085.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0086.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0086.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0087.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0087.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0088.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0088.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0089.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0089.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0090.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0090.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0091.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0091.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0092.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0092.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0093.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0093.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0094.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0094.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0095.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0095.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0096.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0096.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0097.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0097.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0098.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0098.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0099.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0099.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0100.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0100.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0101.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0101.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0102.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0102.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0103.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0103.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0104.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0104.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0105.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0105.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0106.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0106.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0107.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0107.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0108.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0108.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0109.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0109.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0110.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0110.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0111.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0111.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0112.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0112.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0113.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0113.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0114.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0114.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0115.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0115.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0116.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0116.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0117.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0117.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0118.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0118.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0119.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0119.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0120.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0120.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0121.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0121.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0122.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0122.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0123.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0123.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0124.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0124.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0125.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0125.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0126.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0126.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0127.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0127.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0128.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0128.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0129.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0129.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0130.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0130.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0131.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0131.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0132.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0132.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0133.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0133.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0134.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0134.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0135.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0135.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0136.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0136.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0137.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0137.png,1
c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\npy\sample_0138.npy,c:\Users\kalya\Downloads\AIR Guruji Assignment\radar_project\data\trainval\images\sample_0138.png,1
